gene_id	n_variants	mean_fst	max_fst	fst_YRI_vs_CEU	fst_YRI_vs_CHB	fst_CEU_vs_CHB	in_sweep	n_conv_groups	max_h12
ZNF577	66	0.106384	0.186677	0.186677	0.110527	0.045407	False	0	0.0
ADAMTS19	99	0.106381	0.179652	0.179652	0.07496	0.144166	False	0	0.0
ENOSF1	127	0.106379	0.161326	0.161326	0.106827	0.146878	False	0	0.0
C11orf52	6	0.106367	0.213056	0.044972	None	0.213056	False	0	0.0
MCRIP1	15	0.106359	0.192307	0.060676	0.140362	0.041381	False	0	0.0
NMT2	29	0.106282	0.182488	0.182488	0.16744	0.007093	False	0	0.0
LOC105370655	7	0.106279	0.172231	0.172231	0.118484	0.126476	False	0	0.0
POTEI	89	0.106274	0.191779	0.120208	0.191779	0.111855	False	0	0.0
BACE1	19	0.106268	0.19739	0.19739	0.0	0.184077	False	0	0.0
LOC105370256	4	0.106255	0.185513	0.185513	0.040858	0.152316	False	0	0.0
KLHL8	30	0.106253	0.196466	0.196466	0.109276	0.075693	False	0	0.0
XCR1	22	0.106252	0.199156	0.190508	0.199156	0.008379	False	0	0.0
APLP1	35	0.106244	0.191879	0.191879	0.113914	0.055685	False	0	0.0
PRPF19	13	0.106241	0.159034	0.159034	0.114114	0.003191	False	0	0.0
HAL	48	0.106223	0.145943	0.08672	0.145943	0.144004	False	0	0.0
BDKRB2	28	0.106211	0.230205	0.052638	0.098811	0.02654	False	0	0.0
COL23A1	74	0.106196	0.197931	0.197931	0.136211	0.064301	False	0	0.0
LYZL4	18	0.10619	0.218679	0.116803	0.218679	0.079059	False	0	0.0
TF	60	0.106188	0.165155	0.093747	0.165155	0.088677	False	0	0.0
IFI44L	43	0.106168	0.261468	0.010488	0.251216	0.261468	False	0	0.0
DPY19L4	50	0.106159	0.18824	0.103499	0.18824	0.041444	False	0	0.0
TRIM33	31	0.106152	0.247951	0.043787	0.247951	0.20437	False	0	0.0
LINC02535	4	0.106145	0.155946	0.102273	0.155946	0.144594	False	0	0.0
CAMKMT	48	0.106141	0.238	0.093532	0.093955	0.238	False	0	0.0
TNNC2	7	0.106118	0.20891	0.20891	0.188201	0.003568	False	0	0.0
CPOX	36	0.106115	0.209068	0.185201	0.13292	0.003384	False	0	0.0
TMEM275	21	0.106108	0.208952	0.176215	0.145372	0.0	False	0	0.0
LOC122455340	12	0.1061	0.245051	0.245051	0.040619	0.091864	False	0	0.0
PENK	18	0.106071	0.179913	0.160479	0.050372	0.179913	False	0	0.0
SLC14A1	56	0.106067	0.164313	0.162953	0.164313	0.09201	False	0	0.0
CLIP2	63	0.106036	0.214326	0.214326	0.01307	0.1664	False	0	0.0
LINC00907	14	0.106029	0.181689	0.181689	0.177631	0.001276	False	0	0.0
OGFOD3	46	0.106023	0.216456	0.038696	0.157881	0.216456	False	0	0.0
LOC105374292	7	0.10602	0.10602	0.10602	0.10602	None	False	0	0.0
EPHA5	63	0.106007	0.173025	0.134431	0.167135	0.050803	False	0	0.0
THOC1	27	0.105991	0.136083	0.074359	0.136083	0.123189	False	0	0.0
RFX1	59	0.105973	0.22163	0.091628	0.145199	0.009693	False	0	0.0
RPS20	17	0.105961	0.160609	0.142306	0.097654	0.160609	False	0	0.0
RXRB	17	0.105947	0.182022	0.182022	0.040803	0.127484	False	0	0.0
GRM3	52	0.105943	0.141551	0.06747	0.116486	0.084823	False	0	0.0
VPS11	55	0.105939	0.255809	0.072635	0.255809	0.111449	False	0	0.0
TMEM240	18	0.105932	0.204944	0.204944	0.004584	0.162877	False	0	0.0
IGHVII-53-1	7	0.105924	0.223727	0.027155	0.223727	0.195174	False	0	0.0
SPTY2D1	30	0.10591	0.182952	0.182952	0.176675	0.043692	False	0	0.0
NOP9	72	0.10589	0.183763	0.08026	0.183763	0.168008	False	0	0.0
SLC22A15	53	0.105888	0.178147	0.174958	0.121391	0.052655	False	0	0.0
DENND1C	79	0.10584	0.201596	0.097678	0.10565	0.201596	False	0	0.0
KCNH7	38	0.105832	0.160014	0.155128	0.138915	0.055837	False	0	0.0
IKBKE	50	0.105803	0.208257	0.0961	0.135081	0.208257	False	0	0.0
DIPK1B	45	0.105802	0.203678	0.127316	0.203678	0.068226	False	0	0.0
LOC105372200	5	0.105796	0.203897	0.203897	0.131713	0.01531	False	0	0.0
ADAM19	56	0.105793	0.21708	0.088105	0.21708	0.097737	False	0	0.0
PFKFB4	36	0.105792	0.168836	0.166894	0.129771	0.06346	False	0	0.0
SEC23A	19	0.105788	0.179371	0.179371	0.169674	0.053295	False	0	0.0
ZNF469	379	0.105765	0.168623	0.159057	0.131689	0.006272	False	0	0.0
SCAP	87	0.105751	0.196099	0.165981	0.139552	0.017077	False	0	0.0
WIPF1	108	0.105747	0.26301	0.046058	0.26301	0.165202	False	0	0.0
TRAPPC5	13	0.105721	0.198115	0.179906	0.198115	0.021306	False	0	0.0
LOC100505912	7	0.105709	0.118564	0.118564	0.08875	None	False	0	0.0
C22orf31	29	0.105707	0.146113	0.116337	0.122615	0.136125	False	0	0.0
TMEM218	30	0.105702	0.167903	0.167903	0.1619	0.003574	False	0	0.0
BAG6	55	0.105672	0.211895	0.148162	0.13677	0.002024	False	0	0.0
LOC107984876	30	0.105665	0.215917	0.215917	0.167609	0.008159	False	0	0.0
ERI2	34	0.105643	0.210785	0.172171	0.062846	0.210785	False	0	0.0
HSD17B13	32	0.105641	0.195494	0.163105	0.195494	0.021677	False	0	0.0
SFSWAP	91	0.10563	0.172041	0.141397	0.087666	0.172041	False	0	0.0
TRAF3IP2	26	0.105626	0.153257	0.124254	0.115963	0.153257	False	0	0.0
MCC	98	0.105625	0.216269	0.140925	0.216269	0.031837	False	0	0.0
TEX51	36	0.105624	0.21223	0.21223	0.125376	0.035197	False	0	0.0
SLC22A24	64	0.105622	0.188506	0.134131	0.188506	0.035718	False	0	0.0
MROH6	121	0.105613	0.15796	0.15796	0.136604	0.07474	False	0	0.0
APLNR	26	0.105605	0.172692	0.022324	0.157795	0.081636	False	0	0.0
AGFG2	34	0.105593	0.237416	0.100263	0.237416	0.07394	False	0	0.0
SORBS1	138	0.105592	0.186619	0.111933	0.186619	0.09653	False	0	0.0
CWC15	9	0.105586	0.311223	0.04078	0.150197	0.311223	False	0	0.0
MAST4	208	0.105552	0.15207	0.139468	0.15207	0.096916	False	0	0.0
CIROP	71	0.105546	0.204148	0.187556	0.069834	0.057004	False	0	0.0
ZSCAN5B	72	0.105539	0.185549	0.185549	0.153779	0.064355	False	0	0.0
ZSCAN9	38	0.105539	0.207771	0.207771	0.094506	0.034443	False	0	0.0
ZFP28	58	0.10553	0.170851	0.170851	0.10846	0.113023	False	0	0.0
GK3P	33	0.105489	0.128212	0.128212	0.093385	0.118501	False	0	0.0
ARHGEF35	21	0.105484	0.283504	0.039389	0.283504	0.183209	False	0	0.0
CD4	55	0.105484	0.148499	0.148499	0.128212	0.132871	False	0	0.0
PARD3B	167	0.105479	0.174762	0.116242	0.174762	0.076241	False	0	0.0
ZNF280D	49	0.105473	0.210348	0.210348	0.161974	0.031871	False	0	0.0
C2orf16	284	0.105459	0.199781	0.088926	0.152626	0.199781	False	0	0.0
OR6C3	26	0.105453	0.142443	0.065426	0.142443	0.138094	False	0	0.0
TRGV8	10	0.105439	0.105439	0.105439	None	None	False	0	0.0
GP6	81	0.105436	0.201462	0.140991	0.201462	0.101768	False	0	0.0
CA14	14	0.105414	0.124396	None	0.086433	0.124396	False	0	0.0
GPC2	23	0.105384	0.163763	0.163763	0.135006	0.07752	False	0	0.0
ZNF214	44	0.105374	0.184648	0.14508	0.181701	0.009762	False	0	0.0
TMEM165	17	0.10537	0.236502	0.091573	0.236502	0.082525	False	0	0.0
IDH3A	16	0.105368	0.262907	0.108155	0.262907	0.075742	False	0	0.0
CEACAM3	31	0.105362	0.186667	0.142686	0.136916	0.0	False	0	0.0
ITIH5	81	0.105343	0.150853	0.139787	0.140322	0.150853	False	0	0.0
SLC27A6	50	0.10534	0.225955	0.078749	0.094738	0.225955	False	0	0.0
BMF	29	0.105337	0.181745	0.179895	0.181745	0.0	False	0	0.0
IDH3B	18	0.105332	0.198336	0.198336	0.137685	0.018355	False	0	0.0
LOC124905368	91	0.105318	0.186926	0.143413	0.175913	0.013481	False	0	0.0
LOC285847	6	0.105309	0.144672	0.113981	0.101315	0.061266	False	0	0.0
ANO3	45	0.105306	0.196862	0.152931	0.151271	0.025208	False	0	0.0
NSUN6	59	0.105304	0.269947	0.007565	0.269947	0.226541	False	0	0.0
SLC35G4	75	0.105304	0.192349	0.192349	0.131075	0.046848	False	0	0.0
GRIK2	45	0.105271	0.216952	0.101237	0.082943	0.216952	False	0	0.0
RPA1	31	0.105258	0.214608	0.07776	0.093902	0.214608	False	0	0.0
IMP4	30	0.105252	0.166688	0.130727	0.101449	0.166688	False	0	0.0
PRAMEF19	59	0.105231	0.252517	0.033432	0.252517	0.186595	False	0	0.0
ANKRD35	70	0.105221	0.170997	0.170997	0.077414	0.149845	False	0	0.0
ZNF14	29	0.105213	0.177582	0.161025	0.177582	0.001361	False	0	0.0
OR9G1	33	0.105209	0.200254	0.119516	0.200254	0.009297	False	0	0.0
TBK1	39	0.105188	0.22052	0.22052	0.090985	0.078878	False	0	0.0
CKAP4	58	0.105187	0.227792	0.053714	0.227792	0.163188	False	0	0.0
H3Y1	24	0.105182	0.209571	0.177609	0.209571	0.002918	False	0	0.0
MALT1	35	0.10516	0.163992	0.163992	0.156142	0.087604	False	0	0.0
GARIN4	48	0.105149	0.159058	0.116529	0.10032	0.159058	False	0	0.0
BMERB1	18	0.105132	0.192471	0.048565	0.109073	None	False	0	0.0
SPART	35	0.105128	0.26154	0.07394	0.26154	0.113667	False	0	0.0
DRAM1	19	0.105119	0.177212	0.177212	0.012484	None	False	0	0.0
LOC102724929	15	0.105108	0.160436	0.095859	0.152089	0.071192	False	0	0.0
COLEC10	13	0.105105	0.11278	0.100907	0.11278	None	False	0	0.0
MED27	26	0.105089	0.136094	0.106528	0.106844	0.136094	False	0	0.0
NOS1AP	34	0.105046	0.214445	0.146432	0.214445	0.059462	False	0	0.0
BIN3	70	0.105044	0.140958	0.140958	0.120597	0.112993	False	0	0.0
EP300	105	0.105032	0.142275	0.13842	0.142275	0.102257	False	0	0.0
MRPL55	20	0.10502	0.178989	0.178989	0.160402	0.008394	False	0	0.0
PRDM4	32	0.105004	0.178728	0.17053	0.178728	0.0	False	0	0.0
C2CD3	133	0.105	0.184467	0.151698	0.184467	0.02526	False	0	0.0
UHRF1	64	0.104965	0.252011	0.059314	0.252011	0.160549	False	0	0.0
TEX48	13	0.104945	0.180782	0.161358	0.148279	0.028187	False	0	0.0
XYLT2	70	0.104938	0.162654	0.113827	0.145759	0.162654	False	0	0.0
KLF4	31	0.104931	0.216269	0.137627	0.216269	0.01689	False	0	0.0
PHF2	66	0.104924	0.215161	0.055139	0.095153	0.013741	False	0	0.0
ZNF511-PRAP1	29	0.104885	0.221573	0.122908	0.221573	0.039643	False	0	0.0
GHRHR	40	0.104868	0.181013	0.130366	0.181013	0.020783	False	0	0.0
NPW	12	0.10486	0.208008	0.130795	0.0963	0.064019	False	0	0.0
LOC124901574	4	0.104859	0.104859	0.104859	0.104859	None	False	0	0.0
CNGA4	40	0.104855	0.210263	0.088158	0.210263	0.057123	False	0	0.0
IGHMBP2	180	0.104846	0.157996	0.108265	0.057072	0.111977	False	0	0.0
RASL11A	17	0.104834	0.279163	0.139285	0.040886	0.030741	False	0	0.0
NR4A3	28	0.104823	0.142934	0.007819	0.121236	0.116288	False	0	0.0
EFHD2	19	0.104802	0.104802	0.104802	0.104802	None	False	0	0.0
SLC46A2	43	0.104791	0.241164	0.061819	0.241164	0.150223	False	0	0.0
LOC105372948	13	0.104786	0.314026	0.048064	0.314026	0.124349	False	0	0.0
FAM183A	17	0.104782	0.260259	0.12625	0.049843	0.260259	False	0	0.0
SKAP1	25	0.104781	0.217777	0.120165	0.217777	0.022462	False	0	0.0
CEBPA	28	0.104768	0.180934	0.042117	0.180934	0.120764	False	0	0.0
PIK3AP1	48	0.104755	0.224759	0.139503	0.224759	0.031602	False	0	0.0
FOXN1	51	0.104734	0.195009	0.13229	0.195009	0.00775	False	0	0.0
UNC13C	135	0.104724	0.173725	0.173725	0.145232	0.04868	False	0	0.0
CST1	37	0.104719	0.183904	0.164815	0.183904	0.043104	False	0	0.0
SPATA22	29	0.104711	0.184676	0.148691	0.083823	0.184676	False	0	0.0
FAM126B	31	0.104703	0.192599	0.159677	0.192599	0.009193	False	0	0.0
CHI3L2	36	0.104695	0.190129	0.145247	0.190129	0.052963	False	0	0.0
SFT2D1	13	0.104692	0.165357	0.013097	0.165357	0.131949	False	0	0.0
CDRT4	18	0.10468	0.236364	0.153778	0.010812	0.236364	False	0	0.0
SYNE2	471	0.104671	0.195088	0.195088	0.148564	0.03571	False	0	0.0
MFAP2	18	0.104668	0.255541	0.028619	0.213284	0.255541	False	0	0.0
FCN2	44	0.104643	0.155928	0.155928	0.135754	0.066905	False	0	0.0
CASC3	24	0.104641	0.189215	0.140194	0.189215	0.007932	False	0	0.0
KIAA0319	80	0.104639	0.161601	0.130396	0.161601	0.100125	False	0	0.0
FLI1	23	0.104629	0.206176	0.206176	0.120915	0.035964	False	0	0.0
THSD7B	97	0.104622	0.156511	0.156511	0.053823	0.136058	False	0	0.0
LOC124904937	6	0.104621	0.185592	0.148523	0.185592	0.027337	False	0	0.0
LOC124905350	5	0.104609	0.244568	0.028029	0.244568	0.217228	False	0	0.0
STRADB	12	0.10458	0.212278	0.108503	0.064941	0.014777	False	0	0.0
GTF2IRD2B	54	0.104579	0.17763	0.174188	0.165677	0.004597	False	0	0.0
CDC25C	28	0.10457	0.22941	0.127121	0.011012	0.22941	False	0	0.0
DGAT1	48	0.104564	0.286341	0.11146	0.286341	0.059228	False	0	0.0
PTPN14	91	0.104542	0.153286	0.114082	0.153286	0.053824	False	0	0.0
SLC7A10	51	0.104537	0.181213	0.149111	0.122023	0.058161	False	0	0.0
TRAV12-2	6	0.104514	0.222224	0.222224	0.03469	0.11759	False	0	0.0
MYRIP	62	0.104513	0.194404	0.194404	0.080858	0.08774	False	0	0.0
HSPG2	431	0.104506	0.139774	0.135781	0.139774	0.080337	False	0	0.0
MLX	14	0.104487	0.198076	0.123207	0.070107	0.069321	False	0	0.0
OR5AP2	18	0.104484	0.231174	0.064337	0.231174	0.083606	False	0	0.0
CFAP69	61	0.10447	0.230893	0.082048	0.088224	0.230893	False	0	0.0
IFNK	18	0.104466	0.185296	0.161411	0.185296	0.015994	False	0	0.0
TAGAP-AS1	4	0.104447	0.107675	0.101219	None	None	False	0	0.0
SOX13	43	0.10443	0.196571	0.144021	0.196571	0.035468	False	0	0.0
GPC1	67	0.10442	0.244159	0.030058	0.244159	0.15858	False	0	0.0
IGLV3-22	35	0.104408	0.23165	0.172006	0.074819	0.030358	False	0	0.0
LOC107984449	26	0.104388	0.203238	0.1105	0.203238	0.100007	False	0	0.0
TEKT5	65	0.104384	0.170255	0.100683	0.126116	0.170255	False	0	0.0
MAP3K5	64	0.104377	0.209968	0.209968	0.034655	0.114656	False	0	0.0
CEP152	99	0.104358	0.195322	0.195322	0.054764	0.126279	False	0	0.0
MMD2	26	0.104354	0.232373	0.145782	0.101013	0.031995	False	0	0.0
MYH1	111	0.104351	0.135926	0.135926	0.135699	0.091384	False	0	0.0
C22orf15	28	0.104317	0.177253	0.177253	0.177003	0.0	False	0	0.0
RET	71	0.104303	0.202528	0.072823	0.202528	0.073883	False	0	0.0
GNPTAB	64	0.104302	0.231495	0.095917	0.107747	0.231495	False	0	0.0
ABCG1	67	0.104295	0.200852	0.112338	0.150366	0.01525	False	0	0.0
LOC105369526	13	0.104295	0.175825	0.165946	0.115513	0.05979	False	0	0.0
BRI3BP	24	0.104289	0.220553	0.009244	0.220553	0.151929	False	0	0.0
SULT2A1	13	0.10427	0.12013	0.12013	0.093172	None	False	0	0.0
LOC105370998	5	0.104265	0.226254	0.226254	0.121109	0.022948	False	0	0.0
PRAC1	5	0.104263	0.147509	0.091587	0.073691	None	False	0	0.0
ATP10D	72	0.10425	0.172727	0.077976	0.172727	0.142654	False	0	0.0
CFAP97D1	13	0.104244	0.176419	0.168379	0.176419	0.0	False	0	0.0
SRL	91	0.10423	0.193468	0.11161	0.193468	0.028951	False	0	0.0
BBOF1	59	0.104222	0.161331	0.065789	0.161331	0.133316	False	0	0.0
RAP1A	11	0.104221	0.123642	0.123642	0.099719	None	False	0	0.0
KRTDAP	8	0.104189	0.177174	0.100356	0.177174	0.172388	False	0	0.0
OR4M1	30	0.104185	0.21976	0.21976	0.149688	0.005122	False	0	0.0
TMEM51	33	0.104166	0.232234	0.094494	0.232234	0.126376	False	0	0.0
LOC124900988	9	0.104151	0.296108	0.026226	0.183781	0.296108	False	0	0.0
BCKDHA	37	0.104148	0.20943	0.144612	0.20943	0.023061	False	0	0.0
KRTAP10-7	80	0.104146	0.2233	0.2233	0.086213	0.062528	False	0	0.0
RASGRF2	56	0.104123	0.15874	0.11888	0.15874	0.131748	False	0	0.0
NUDCD3	28	0.104119	0.211534	0.047723	0.211534	0.151919	False	0	0.0
NSMCE1	21	0.104116	0.207684	0.141431	0.207684	0.03185	False	0	0.0
MIGA2	58	0.104107	0.205742	0.205742	0.111908	0.041124	False	0	0.0
MRPS2	23	0.104065	0.236386	0.082057	0.236386	0.130151	False	0	0.0
USP14	21	0.104062	0.187077	0.025955	0.099154	0.187077	False	0	0.0
LOC124903569	36	0.104057	0.141262	0.136034	0.11915	0.019781	False	0	0.0
LYPD6	180	0.104032	0.206129	0.106571	0.107659	0.206129	False	0	0.0
WSB2	16	0.104029	0.189322	0.053474	0.129652	0.189322	False	0	0.0
ZNF407	133	0.104026	0.208799	0.095215	0.208799	0.076032	False	0	0.0
TSHR	48	0.104016	0.152261	0.152261	0.086789	0.106035	False	0	0.0
OR4K2	36	0.104015	0.219458	0.105277	0.122563	0.219458	False	0	0.0
YJU2B	49	0.104004	0.145911	0.08622	0.120133	0.057432	False	0	0.0
FUT6	55	0.103999	0.162541	0.162541	0.096973	0.130052	False	0	0.0
RARRES2	20	0.103991	0.220564	0.220564	0.154845	0.003445	False	0	0.0
GSDMB	33	0.103987	0.222013	0.222013	0.124703	0.025997	False	0	0.0
PAK1	49	0.103973	0.211304	0.102855	0.142509	0.025637	False	0	0.0
PYCR3	31	0.103956	0.219401	0.219401	0.137337	0.037452	False	0	0.0
L3MBTL2	50	0.10395	0.176862	0.107033	0.176862	0.123607	False	0	0.0
NFAM1	30	0.103925	0.18361	0.085359	0.18361	0.140006	False	0	0.0
LRRC74B	63	0.103912	0.231716	0.024127	0.127004	0.231716	False	0	0.0
CLEC2D	19	0.10391	0.228384	0.1254	0.228384	0.016693	False	0	0.0
RABEP2	25	0.10391	0.178029	0.16852	0.172999	0.0	False	0	0.0
HDGFL2	54	0.103908	0.214604	0.129646	0.214604	0.03552	False	0	0.0
NYNRIN	86	0.103898	0.219626	0.122221	0.092198	0.219626	False	0	0.0
BBS9	72	0.103872	0.214852	0.092481	0.117774	0.214852	False	0	0.0
ADARB2	72	0.103871	0.136242	0.121743	0.136242	0.124831	False	0	0.0
MON1A	22	0.103863	0.217479	0.097627	0.069229	0.217479	False	0	0.0
SPINT1	45	0.103862	0.151961	0.151961	0.098602	0.150628	False	0	0.0
BEST4	31	0.103861	0.191041	0.191041	0.07216	0.06544	False	0	0.0
CERCAM	54	0.103851	0.197531	0.197531	0.118707	0.049056	False	0	0.0
ADAMTS6	49	0.103825	0.219469	0.219469	0.088238	0.045753	False	0	0.0
PLOD1	55	0.103824	0.191232	0.191232	0.136975	0.005444	False	0	0.0
ASF1B	8	0.103815	0.206091	None	0.206091	0.00154	False	0	0.0
MCM8	58	0.103805	0.154681	0.154681	0.14897	0.108885	False	0	0.0
LOC105376205	17	0.103799	0.209915	0.209915	0.008912	0.174148	False	0	0.0
SPSB3	47	0.103787	0.187851	0.10932	0.187851	0.039593	False	0	0.0
NDUFS2	26	0.103774	0.258478	0.060803	0.258478	0.127294	False	0	0.0
SAG	57	0.103762	0.219784	0.139141	0.219784	0.022302	False	0	0.0
SLFN5	53	0.10376	0.17434	0.17434	0.023875	0.170499	False	0	0.0
QKI	13	0.103752	0.107584	0.107584	0.104383	None	False	0	0.0
SNTB1	290	0.103745	0.164645	0.164645	0.143077	0.081795	False	0	0.0
IGHM	36	0.103734	0.158425	0.155117	0.15122	0.051276	False	0	0.0
TTC6	155	0.103729	0.154529	0.144158	0.138498	0.07212	False	0	0.0
MORC2	52	0.103727	0.155509	0.105816	0.155509	0.147569	False	0	0.0
PXMP2	18	0.103715	0.212808	0.212808	0.078492	0.068566	False	0	0.0
AMTN	27	0.103707	0.166608	0.166608	0.135411	0.070332	False	0	0.0
SAA4	13	0.103698	0.195745	0.195745	0.092025	0.05235	False	0	0.0
SHC2	96	0.103676	0.137215	0.107981	0.090491	0.137215	False	0	0.0
LRBA	147	0.10367	0.191447	0.191447	0.128304	0.019619	False	0	0.0
SCN10A	117	0.103661	0.177599	0.135625	0.177599	0.075899	False	0	0.0
SGCG	30	0.103661	0.158095	0.122232	0.145291	0.092689	False	0	0.0
ERBB4	55	0.103657	0.168516	0.168516	0.144275	0.065594	False	0	0.0
HES3	12	0.103652	0.226085	0.191869	0.070765	0.029542	False	0	0.0
LAMB3	125	0.103634	0.144426	0.144426	0.10867	0.130672	False	0	0.0
STEAP4	24	0.103634	0.198914	0.157886	0.046854	0.099649	False	0	0.0
KRTAP3-3	15	0.103626	0.205422	0.205422	0.134474	0.036567	False	0	0.0
GOLGA6L2	205	0.103602	0.195431	0.176615	0.195431	0.000737	False	0	0.0
LOC124903090	27	0.103598	0.154255	0.145843	0.142819	0.057022	False	0	0.0
NFAT5	94	0.103577	0.155628	0.155628	0.088918	0.126294	False	0	0.0
ASB3	26	0.103569	0.135291	0.135291	0.092365	0.123091	False	0	0.0
NDRG4	43	0.103558	0.21965	0.169407	0.042902	0.21965	False	0	0.0
LOC105369958	6	0.103557	0.239962	None	0.239962	0.022627	False	0	0.0
EPPK1	448	0.103553	0.161454	0.127993	0.103111	0.161454	False	0	0.0
DGKE	46	0.103535	0.223385	0.032823	0.214053	0.223385	False	0	0.0
TRAP1	78	0.103531	0.192828	0.166775	0.192828	0.016279	False	0	0.0
CLDND2	46	0.103526	0.168364	0.168364	0.088568	0.09917	False	0	0.0
TRBV7-2	11	0.103521	0.21846	0.106204	0.002051	0.168474	False	0	0.0
ABL1	69	0.103501	0.180072	0.156106	0.180072	0.033529	False	0	0.0
NECTIN1	47	0.103491	0.18382	0.111406	0.142927	0.026915	False	0	0.0
RRP1	48	0.10349	0.220688	0.220688	0.054313	0.087976	False	0	0.0
CD276	101	0.103475	0.203911	0.203911	0.157579	0.005922	False	0	0.0
NAP1L4	34	0.103452	0.266717	0.058297	0.266717	0.141296	False	0	0.0
TMEM18	18	0.103449	0.22479	0.168108	0.22479	0.009266	False	0	0.0
IGHV3-57	11	0.103448	0.139285	0.136735	0.137772	0.0	False	0	0.0
FAM174B	26	0.103444	0.104458	0.103341	0.104458	None	False	0	0.0
B9D2	13	0.103435	0.219083	0.049847	0.219083	0.069051	False	0	0.0
EMC8	63	0.103407	0.185244	0.069007	0.183321	0.185244	False	0	0.0
GGN	67	0.103402	0.181451	0.021883	0.180614	0.181451	False	0	0.0
PKDCC	32	0.103396	0.195542	0.139598	0.195542	0.097132	False	0	0.0
AVPI1	15	0.103377	0.204188	0.204188	0.049908	0.067473	False	0	0.0
C9orf152	22	0.103373	0.263979	0.048336	0.263979	0.165513	False	0	0.0
DUSP4	29	0.103365	0.164674	0.164674	0.07697	0.135883	False	0	0.0
XBP1	17	0.103364	0.248394	0.089021	0.110095	0.0	False	0	0.0
SLC16A6	35	0.103354	0.197367	0.197367	0.16699	0.0	False	0	0.0
CHRNA9	36	0.103349	0.242861	0.125556	0.242861	0.041944	False	0	0.0
CTC1	71	0.103331	0.279422	0.053562	0.145517	0.279422	False	0	0.0
TMTC1	59	0.103305	0.165789	0.165789	0.090584	0.044159	False	0	0.0
LITAF	36	0.103296	0.169619	0.11233	0.122464	0.169619	False	0	0.0
LYPD6B	36	0.10329	0.167086	0.119054	0.154278	0.0732	False	0	0.0
THOP1	74	0.103289	0.204719	0.204719	0.075058	0.062294	False	0	0.0
PLBD1	39	0.10327	0.162575	0.146645	0.134683	0.005154	False	0	0.0
ANKLE2	97	0.103265	0.17613	0.173878	0.125122	0.039891	False	0	0.0
RAB19	29	0.103262	0.177627	0.167673	0.049198	0.117624	False	0	0.0
PTPRS	152	0.103246	0.199332	0.117096	0.199332	0.066361	False	0	0.0
PTCHD3	75	0.103239	0.188915	0.064791	0.151587	0.188915	False	0	0.0
CATSPER4	55	0.103225	0.194933	0.029675	0.194933	0.148235	False	0	0.0
LRRC71	66	0.103223	0.181801	0.181801	0.040025	0.093292	False	0	0.0
CLCA4	59	0.103204	0.168297	0.143695	0.142919	0.050738	False	0	0.0
CRISP1	28	0.103198	0.165369	0.158041	0.052942	0.165369	False	0	0.0
DEFB116	9	0.103193	0.192182	0.192182	None	0.014204	False	0	0.0
NLGN1	158	0.103193	0.23858	0.094119	0.23858	0.099582	False	0	0.0
PLA2G6	48	0.103192	0.177526	0.177526	0.137567	0.037215	False	0	0.0
CCDC163	14	0.103179	0.152901	0.134133	0.116544	0.152901	False	0	0.0
TACC1	62	0.103176	0.217139	0.064136	0.217139	0.171285	False	0	0.0
CDK15	42	0.103172	0.192142	0.131641	0.192142	0.023319	False	0	0.0
CDC42EP2	25	0.103149	0.173476	0.166918	0.173476	0.000936	False	0	0.0
ANK1	128	0.103143	0.192471	0.147241	0.14421	0.023162	False	0	0.0
CA2	17	0.103133	0.189782	0.093177	None	None	False	0	0.0
CFAP65	153	0.10311	0.151997	0.151997	0.109477	0.124516	False	0	0.0
UAP1L1	52	0.103107	0.150472	0.14301	0.150472	0.083696	False	0	0.0
KIF20B	116	0.103105	0.152585	0.152585	0.140046	0.084567	False	0	0.0
NMD3	42	0.103102	0.171062	0.131316	0.171062	0.109528	False	0	0.0
CILP2	59	0.103101	0.276351	0.054847	0.276351	0.141737	False	0	0.0
LOC105373447	3	0.103092	0.264529	0.030098	0.264529	None	False	0	0.0
TMC6	105	0.103091	0.194967	0.194967	0.104389	0.057713	False	0	0.0
LOC101929788	7	0.103087	0.199371	0.199371	0.198954	0.0	False	0	0.0
CEP83	65	0.103085	0.140564	0.117057	0.140564	0.134597	False	0	0.0
ADCYAP1	23	0.103064	0.20025	0.116008	0.20025	0.082319	False	0	0.0
CDCP1	51	0.103047	0.199378	0.078075	0.199378	0.12491	False	0	0.0
NOTO	20	0.103035	0.252604	0.045462	0.252604	0.143528	False	0	0.0
OR2M7	26	0.103026	0.175834	0.091274	0.137586	0.040999	False	0	0.0
ATP1A2	47	0.103022	0.190293	0.190293	0.183161	0.004698	False	0	0.0
WASL	15	0.103019	0.247713	0.044055	0.097757	0.022549	False	0	0.0
